error,correct,learncount,type,correctly_Found,learnrate,Learning,InvestigationRate,Correct Count,NameOfSpecies,epoch
2019-05-09 08:05
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.122331,1.0,20775,RL,True,9.04610480274618e-06,True,16340,0,49
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.135540,1.0,20780,RL,True,9.04610480274618e-06,True,16344,0,50
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.121218,1.0,20785,RL,True,9.04610480274618e-06,True,16349,0,50
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.120764,1.0,20790,RL,True,9.04610480274618e-06,True,16353,0,51
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.965147,1.0,20795,RL,True,9.04610480274618e-06,True,16358,0,51
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.120648,1.0,20800,RL,True,9.04610480274618e-06,True,16362,0,52
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.120944,1.0,20805,RL,True,9.04610480274618e-06,True,16367,0,52
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.120622,1.0,20810,RL,True,9.04610480274618e-06,True,16372,0,52
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.145894,1.0,20815,RL,True,9.04610480274618e-06,True,16376,0,53
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.120902,1.0,20820,RL,True,9.04610480274618e-06,True,16380,0,54
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.606873,1.0,20825,RL,True,9.04610480274618e-06,True,16385,0,54
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.121755,1.0,20830,RL,True,9.04610480274618e-06,True,16389,0,55
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],0.206777,1.0,20835,RL,True,9.04610480274618e-06,True,16394,0,55
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.122220,1.0,20840,RL,True,9.04610480274618e-06,True,16399,0,55
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.122650,1.0,20845,RL,True,9.04610480274618e-06,True,16402,0,57
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.120669,1.0,20850,RL,True,9.04610480274618e-06,True,16405,0,59
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.120656,1.0,20855,RL,True,9.04610480274618e-06,True,16409,0,60
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.120619,1.0,20860,RL,True,9.04610480274618e-06,True,16413,0,61
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],2.964815,0.0,20865,RL,False,9.04610480274618e-06,True,16417,0,61
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.120843,1.0,20870,RL,True,9.04610480274618e-06,True,16422,0,62
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.124090,1.0,20875,RL,True,9.04610480274618e-06,True,16427,0,62
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.305918,1.0,20880,RL,True,9.04610480274618e-06,True,16432,0,62
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.217234,1.0,20885,RL,True,9.04610480274618e-06,True,16437,0,62
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.205072,1.0,20890,RL,True,9.04610480274618e-06,True,16442,0,62
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],0.356134,1.0,20895,RL,True,9.04610480274618e-06,True,16447,0,62
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.144189,1.0,20900,RL,True,9.04610480274618e-06,True,16451,0,63
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.136742,1.0,20905,RL,True,9.04610480274618e-06,True,16455,0,64
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.121239,1.0,20910,RL,True,9.04610480274618e-06,True,16460,0,64
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],1.475282,1.0,20915,RL,True,9.04610480274618e-06,True,16463,0,66
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.120589,1.0,20920,RL,True,9.04610480274618e-06,True,16468,0,66
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],0.890276,1.0,20925,RL,True,9.04610480274618e-06,True,16472,0,67
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.124842,1.0,20930,RL,True,9.04610480274618e-06,True,16477,0,67
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],0.147913,1.0,20935,RL,True,9.04610480274618e-06,True,16482,0,67
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.125475,1.0,20940,RL,True,9.04610480274618e-06,True,16487,0,67
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.120745,1.0,20945,RL,True,9.04610480274618e-06,True,16491,0,68
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.120589,1.0,20950,RL,True,9.04610480274618e-06,True,16496,0,68
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.122987,1.0,20955,RL,True,9.04610480274618e-06,True,16501,0,68
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.296562,1.0,20960,RL,True,9.04610480274618e-06,True,16506,0,68
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.644749,1.0,20965,RL,True,9.04610480274618e-06,True,16511,0,68
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.120974,1.0,20970,RL,True,9.04610480274618e-06,True,16516,0,68
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.120589,1.0,20975,RL,True,9.04610480274618e-06,True,16520,0,69
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],1.111353,0.0,20980,RL,False,9.04610480274618e-06,True,16524,0,69
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.140983,1.0,20985,RL,True,9.04610480274618e-06,True,16529,0,70
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],1.893190,0.0,20990,RL,False,9.04610480274618e-06,True,16533,0,70
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.138683,1.0,20995,RL,True,9.04610480274618e-06,True,16538,0,71
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.120786,1.0,21000,RL,True,9.04610480274618e-06,True,16543,0,71
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.126731,1.0,21005,RL,True,9.04610480274618e-06,True,16546,0,73
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.470362,1.0,21010,RL,True,9.04610480274618e-06,True,16551,0,73
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.121629,1.0,21015,RL,True,9.04610480274618e-06,True,16556,0,73
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.195689,1.0,21020,RL,True,9.04610480274618e-06,True,16561,0,73
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],3.790171,0.0,21025,RL,False,9.04610480274618e-06,True,16565,0,73
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.122241,1.0,21030,RL,True,9.04610480274618e-06,True,16569,0,75
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.121044,1.0,21035,RL,True,9.04610480274618e-06,True,16574,0,75
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.120681,1.0,21040,RL,True,9.04610480274618e-06,True,16579,0,75
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.775141,1.0,21045,RL,True,9.04610480274618e-06,True,16584,0,75
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.152137,1.0,21050,RL,True,9.04610480274618e-06,True,16589,0,75
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],0.323977,1.0,21055,RL,True,9.04610480274618e-06,True,16593,0,76
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],1.985266,0.0,21060,RL,False,9.04610480274618e-06,True,16597,0,76
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.120654,1.0,21065,RL,True,9.04610480274618e-06,True,16601,0,78
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.121840,1.0,21070,RL,True,9.04610480274618e-06,True,16606,0,78
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.191060,1.0,21075,RL,True,9.04610480274618e-06,True,16611,0,78
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.121928,1.0,21080,RL,True,9.04610480274618e-06,True,16616,0,78
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.120688,1.0,21085,RL,True,9.04610480274618e-06,True,16621,0,78
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.120811,1.0,21090,RL,True,9.04610480274618e-06,True,16626,0,78
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.120589,1.0,21095,RL,True,9.04610480274618e-06,True,16631,0,78
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.120766,1.0,21100,RL,True,9.04610480274618e-06,True,16635,0,79
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.120615,1.0,21105,RL,True,9.04610480274618e-06,True,16639,0,80
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.151882,1.0,21110,RL,True,9.04610480274618e-06,True,16644,0,80
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.120589,1.0,21115,RL,True,9.04610480274618e-06,True,16647,0,82
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],2.110884,0.0,21120,RL,False,9.04610480274618e-06,True,16651,0,82
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.125225,1.0,21125,RL,True,9.04610480274618e-06,True,16656,0,83
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],1.608107,0.0,21130,RL,False,9.04610480274618e-06,True,16660,0,83
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.120590,1.0,21135,RL,True,9.04610480274618e-06,True,16663,0,86
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.130542,1.0,21140,RL,True,9.04610480274618e-06,True,16668,0,86
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.126861,1.0,21145,RL,True,9.04610480274618e-06,True,16672,0,87
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],1.970064,0.0,21150,RL,False,9.04610480274618e-06,True,16676,0,87
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],1.578467,0.0,21155,RL,False,9.04610480274618e-06,True,16680,0,88
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.240764,1.0,21160,RL,True,9.04610480274618e-06,True,16683,0,91
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.120589,1.0,21165,RL,True,9.04610480274618e-06,True,16688,0,91
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.120646,1.0,21170,RL,True,9.04610480274618e-06,True,16693,0,91
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],2.618342,0.0,21175,RL,False,9.04610480274618e-06,True,16696,0,92
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.128923,1.0,21180,RL,True,9.04610480274618e-06,True,16701,0,93
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.122359,1.0,21185,RL,True,9.04610480274618e-06,True,16706,0,93
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.454770,1.0,21190,RL,True,9.04610480274618e-06,True,16710,0,94
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],1.508510,0.0,21195,RL,False,9.04610480274618e-06,True,16714,0,94
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.120715,1.0,21200,RL,True,9.04610480274618e-06,True,16718,0,96
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.120589,1.0,21205,RL,True,9.04610480274618e-06,True,16723,0,96
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.120691,1.0,21210,RL,True,9.04610480274618e-06,True,16728,0,96
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.426493,1.0,21215,RL,True,9.04610480274618e-06,True,16732,0,97
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.120589,1.0,21220,RL,True,9.04610480274618e-06,True,16736,0,98
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.134670,1.0,21225,RL,True,9.04610480274618e-06,True,16741,0,98
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.123249,1.0,21230,RL,True,9.04610480274618e-06,True,16745,0,99
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.120682,1.0,21235,RL,True,9.04610480274618e-06,True,16750,0,99
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.123128,1.0,21240,RL,True,9.04610480274618e-06,True,16755,0,99
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.206056,1.0,21245,RL,True,9.04610480274618e-06,True,16760,0,99
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.120589,1.0,21250,RL,True,9.04610480274618e-06,True,16764,0,100
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.125258,1.0,21355,RL,True,9.85074875e-06,True,16768,0,1
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.120554,1.0,21360,RL,True,9.85074875e-06,True,16772,0,2
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],4.850714,0.0,21365,RL,False,9.85074875e-06,True,16776,0,2
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.120663,1.0,21370,RL,True,9.85074875e-06,True,16780,0,4
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.120839,1.0,21375,RL,True,9.85074875e-06,True,16785,0,4
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.120513,1.0,21380,RL,True,9.85074875e-06,True,16790,0,4
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],2.788602,0.0,21385,RL,False,9.85074875e-06,True,16794,0,4
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.134931,1.0,21390,RL,True,9.85074875e-06,True,16798,0,6
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],1.542253,0.0,21395,RL,False,9.85074875e-06,True,16802,0,6
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.139638,1.0,21400,RL,True,9.85074875e-06,True,16807,0,7
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],3.977366,0.0,21405,RL,False,9.85074875e-06,True,16810,0,8
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.155500,1.0,21410,RL,True,9.85074875e-06,True,16815,0,9
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.120557,1.0,21415,RL,True,9.85074875e-06,True,16820,0,9
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.120689,1.0,21420,RL,True,9.85074875e-06,True,16825,0,9
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.284311,1.0,21425,RL,True,9.85074875e-06,True,16830,0,9
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],1.026552,1.0,21430,RL,True,9.85074875e-06,True,16835,0,9
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.210697,1.0,21435,RL,True,9.85074875e-06,True,16840,0,9
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],2.387830,0.0,21440,RL,False,9.85074875e-06,True,16844,0,9
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],1.476644,0.0,21445,RL,False,9.85074875e-06,True,16848,0,10
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.217384,1.0,21450,RL,True,9.85074875e-06,True,16852,0,12
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.120513,1.0,21455,RL,True,9.85074875e-06,True,16856,0,13
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.120559,1.0,21460,RL,True,9.85074875e-06,True,16860,0,14
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.163384,1.0,21465,RL,True,9.85074875e-06,True,16865,0,14
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.120680,1.0,21470,RL,True,9.85074875e-06,True,16869,0,15
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.120610,1.0,21475,RL,True,9.85074875e-06,True,16873,0,16
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.149294,1.0,21480,RL,True,9.85074875e-06,True,16878,0,16
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.120532,1.0,21485,RL,True,9.85074875e-06,True,16883,0,16
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.356588,1.0,21490,RL,True,9.85074875e-06,True,16888,0,16
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],1.997043,0.0,21495,RL,False,9.85074875e-06,True,16892,0,16
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.124044,1.0,21500,RL,True,9.85074875e-06,True,16897,0,17
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.120512,1.0,21505,RL,True,9.85074875e-06,True,16902,0,17
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.149416,1.0,21510,RL,True,9.85074875e-06,True,16906,0,18
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.120548,1.0,21515,RL,True,9.85074875e-06,True,16911,0,18
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.411819,1.0,21520,RL,True,9.85074875e-06,True,16914,0,20
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.153492,1.0,21525,RL,True,9.85074875e-06,True,16918,0,21
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.124002,1.0,21530,RL,True,9.85074875e-06,True,16923,0,21
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.460584,1.0,21535,RL,True,9.85074875e-06,True,16928,0,21
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.120679,1.0,21540,RL,True,9.85074875e-06,True,16933,0,21
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],1.048958,1.0,21545,RL,True,9.85074875e-06,True,16938,0,21
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.122329,1.0,21550,RL,True,9.85074875e-06,True,16943,0,21
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.121076,1.0,21555,RL,True,9.85074875e-06,True,16948,0,21
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.138928,1.0,21560,RL,True,9.85074875e-06,True,16953,0,21
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.120513,1.0,21565,RL,True,9.85074875e-06,True,16957,0,22
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.171252,1.0,21570,RL,True,9.85074875e-06,True,16962,0,22
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.163896,1.0,21575,RL,True,9.85074875e-06,True,16966,0,23
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.832807,1.0,21580,RL,True,9.85074875e-06,True,16971,0,23
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],3.082679,0.0,21585,RL,False,9.85074875e-06,True,16975,0,23
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.136195,1.0,21590,RL,True,9.85074875e-06,True,16979,0,25
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],5.964498,0.0,21595,RL,False,9.85074875e-06,True,16983,0,25
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.122264,1.0,21600,RL,True,9.85074875e-06,True,16986,0,28
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],1.213468,1.0,21605,RL,True,9.85074875e-06,True,16990,0,29
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.156809,1.0,21610,RL,True,9.85074875e-06,True,16995,0,29
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.120520,1.0,21615,RL,True,9.85074875e-06,True,17000,0,29
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.129974,1.0,21620,RL,True,9.85074875e-06,True,17005,0,29
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.229617,1.0,21625,RL,True,9.85074875e-06,True,17010,0,29
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],2.865809,0.0,21630,RL,False,9.85074875e-06,True,17014,0,29
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.120880,1.0,21635,RL,True,9.85074875e-06,True,17019,0,30
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.275775,1.0,21640,RL,True,9.85074875e-06,True,17023,0,31
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.677843,1.0,21645,RL,True,9.85074875e-06,True,17028,0,31
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.120518,1.0,21650,RL,True,9.85074875e-06,True,17033,0,31
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],2.009916,0.0,21655,RL,False,9.85074875e-06,True,17035,0,33
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.121339,1.0,21660,RL,True,9.85074875e-06,True,17040,0,34
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.577715,1.0,21665,RL,True,9.85074875e-06,True,17045,0,34
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.120625,1.0,21670,RL,True,9.85074875e-06,True,17049,0,35
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.120518,1.0,21675,RL,True,9.85074875e-06,True,17054,0,35
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.133519,1.0,21680,RL,True,9.85074875e-06,True,17059,0,35
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.140864,1.0,21685,RL,True,9.85074875e-06,True,17064,0,35
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.125890,1.0,21690,RL,True,9.85074875e-06,True,17069,0,35
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.120512,1.0,21695,RL,True,9.85074875e-06,True,17074,0,35
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],5.554164,0.0,21700,RL,False,9.85074875e-06,True,17077,0,36
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.159251,1.0,21705,RL,True,9.85074875e-06,True,17082,0,37
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.120587,1.0,21710,RL,True,9.85074875e-06,True,17087,0,37
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.432097,1.0,21715,RL,True,9.85074875e-06,True,17092,0,37
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.120516,1.0,21720,RL,True,9.85074875e-06,True,17097,0,37
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],5.714314,0.0,21725,RL,False,9.85074875e-06,True,17100,0,38
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.123812,1.0,21730,RL,True,9.85074875e-06,True,17105,0,39
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.720477,1.0,21735,RL,True,9.85074875e-06,True,17110,0,39
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.934951,1.0,21740,RL,True,9.85074875e-06,True,17114,0,40
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.120525,1.0,21745,RL,True,9.85074875e-06,True,17118,0,41
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.150226,1.0,21750,RL,True,9.85074875e-06,True,17123,0,41
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],1.190260,0.0,21755,RL,False,9.85074875e-06,True,17125,0,43
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.196532,1.0,21760,RL,True,9.85074875e-06,True,17130,0,44
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.120862,1.0,21765,RL,True,9.85074875e-06,True,17134,0,45
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.128767,1.0,21770,RL,True,9.85074875e-06,True,17138,0,46
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.120888,1.0,21775,RL,True,9.85074875e-06,True,17143,0,46
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.121818,1.0,21780,RL,True,9.85074875e-06,True,17147,0,47
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.120590,1.0,21785,RL,True,9.85074875e-06,True,17152,0,47
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.120514,1.0,21790,RL,True,9.85074875e-06,True,17157,0,47
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.375675,1.0,21795,RL,True,9.85074875e-06,True,17162,0,47
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],1.543056,0.0,21800,RL,False,9.85074875e-06,True,17165,0,48
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.120515,1.0,21805,RL,True,9.85074875e-06,True,17169,0,50
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.120813,1.0,21810,RL,True,9.85074875e-06,True,17172,0,52
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.120511,1.0,21815,RL,True,9.85074875e-06,True,17177,0,52
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],1.326579,0.0,21820,RL,False,9.85074875e-06,True,17180,0,53
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.124177,1.0,21825,RL,True,9.85074875e-06,True,17185,0,54
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],2.649194,0.0,21830,RL,False,9.85074875e-06,True,17189,0,54
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.120514,1.0,21835,RL,True,9.85074875e-06,True,17194,0,55
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.120511,1.0,21840,RL,True,9.85074875e-06,True,17199,0,55
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.120576,1.0,21845,RL,True,9.85074875e-06,True,17203,0,56
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.120523,1.0,21850,RL,True,9.85074875e-06,True,17208,0,56
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.120511,1.0,21855,RL,True,9.85074875e-06,True,17213,0,56
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],1.073563,1.0,21860,RL,True,9.85074875e-06,True,17218,0,56
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.922528,1.0,21865,RL,True,9.85074875e-06,True,17223,0,56
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.123558,1.0,21870,RL,True,9.85074875e-06,True,17228,0,56
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.601237,1.0,21875,RL,True,9.85074875e-06,True,17233,0,56
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.120545,1.0,21880,RL,True,9.85074875e-06,True,17237,0,57
