error,correct,learncount,type,correctly_Found,learnrate,Learning,InvestigationRate,Correct Count,NameOfSpecies,epoch
2019-05-09 08:05
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.328158,1.0,15335,RL,True,9.950000000000001e-06,True,12093,0,92
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.120981,1.0,15340,RL,True,9.950000000000001e-06,True,12098,0,92
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.120981,1.0,15345,RL,True,9.950000000000001e-06,True,12103,0,92
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],4.472777,0.0,15350,RL,False,9.950000000000001e-06,True,12107,0,92
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.128255,1.0,15355,RL,True,9.950000000000001e-06,True,12112,0,93
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.121306,1.0,15360,RL,True,9.950000000000001e-06,True,12116,0,94
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],0.606075,1.0,15365,RL,True,9.950000000000001e-06,True,12121,0,94
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.199890,1.0,15370,RL,True,9.950000000000001e-06,True,12126,0,94
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.120982,1.0,15375,RL,True,9.950000000000001e-06,True,12131,0,94
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.129813,1.0,15380,RL,True,9.950000000000001e-06,True,12136,0,94
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.121299,1.0,15385,RL,True,9.950000000000001e-06,True,12140,0,95
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.194291,1.0,15390,RL,True,9.950000000000001e-06,True,12145,0,95
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.122685,1.0,15395,RL,True,9.950000000000001e-06,True,12149,0,96
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.164215,1.0,15400,RL,True,9.950000000000001e-06,True,12154,0,96
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.120992,1.0,15405,RL,True,9.950000000000001e-06,True,12159,0,96
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.120996,1.0,15410,RL,True,9.950000000000001e-06,True,12164,0,96
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.289544,1.0,15415,RL,True,9.950000000000001e-06,True,12168,0,97
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.121037,1.0,15420,RL,True,9.950000000000001e-06,True,12173,0,97
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.188141,1.0,15425,RL,True,9.950000000000001e-06,True,12178,0,97
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.130872,1.0,15430,RL,True,9.950000000000001e-06,True,12183,0,97
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.120981,1.0,15435,RL,True,9.950000000000001e-06,True,12188,0,97
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.312512,1.0,15440,RL,True,9.950000000000001e-06,True,12192,0,98
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],1.995988,0.0,15445,RL,False,9.950000000000001e-06,True,12196,0,98
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],0.490619,1.0,15450,RL,True,9.950000000000001e-06,True,12201,0,99
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],2.539327,0.0,15455,RL,False,9.950000000000001e-06,True,12203,0,101
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.150052,1.0,15460,RL,True,9.950000000000001e-06,True,12208,0,102
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.123038,1.0,15465,RL,True,9.950000000000001e-06,True,12213,0,102
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.121895,1.0,15470,RL,True,9.950000000000001e-06,True,12218,0,102
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.141756,1.0,15475,RL,True,9.950000000000001e-06,True,12223,0,102
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.122172,1.0,15480,RL,True,9.950000000000001e-06,True,12227,0,103
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.120994,1.0,15485,RL,True,9.950000000000001e-06,True,12232,0,103
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.127590,1.0,15490,RL,True,9.950000000000001e-06,True,12236,0,104
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.217640,1.0,15495,RL,True,9.950000000000001e-06,True,12241,0,104
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.122365,1.0,15500,RL,True,9.950000000000001e-06,True,12244,0,106
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],1.017021,0.0,15505,RL,False,9.950000000000001e-06,True,12247,0,107
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],1.195152,1.0,15510,RL,True,9.950000000000001e-06,True,12252,0,108
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.121101,1.0,15515,RL,True,9.950000000000001e-06,True,12256,0,109
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.121511,1.0,15520,RL,True,9.950000000000001e-06,True,12260,0,110
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],0.137112,1.0,15525,RL,True,9.950000000000001e-06,True,12265,0,110
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],3.026322,0.0,15530,RL,False,9.950000000000001e-06,True,12269,0,110
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.121692,1.0,15535,RL,True,9.950000000000001e-06,True,12273,0,112
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.140260,1.0,15540,RL,True,9.950000000000001e-06,True,12276,0,114
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],0.173952,1.0,15545,RL,True,9.950000000000001e-06,True,12281,0,114
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.121191,1.0,15550,RL,True,9.950000000000001e-06,True,12285,0,115
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.120994,1.0,15555,RL,True,9.950000000000001e-06,True,12290,0,115
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.121109,1.0,15560,RL,True,9.950000000000001e-06,True,12294,0,116
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.129816,1.0,15565,RL,True,9.950000000000001e-06,True,12299,0,116
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.954503,1.0,15570,RL,True,9.950000000000001e-06,True,12304,0,116
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.120994,1.0,15575,RL,True,9.950000000000001e-06,True,12309,0,116
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],0.239749,1.0,15696,RL,True,9.183164683543654e-06,True,12311,0,3
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.120909,1.0,15701,RL,True,9.183164683543654e-06,True,12315,0,4
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.121541,1.0,15706,RL,True,9.183164683543654e-06,True,12320,0,4
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.163603,1.0,15711,RL,True,9.183164683543654e-06,True,12324,0,5
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.120936,1.0,15716,RL,True,9.183164683543654e-06,True,12328,0,6
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],9.634018,0.0,15721,RL,False,9.183164683543654e-06,True,12332,0,6
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.249245,1.0,15726,RL,True,9.183164683543654e-06,True,12337,0,7
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.120907,1.0,15731,RL,True,9.183164683543654e-06,True,12341,0,8
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.120913,1.0,15736,RL,True,9.183164683543654e-06,True,12346,0,8
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],2.475285,0.0,15741,RL,False,9.183164683543654e-06,True,12350,0,8
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.589373,1.0,15746,RL,True,9.183164683543654e-06,True,12354,0,10
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],0.123397,1.0,15751,RL,True,9.183164683543654e-06,True,12359,0,10
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.193384,1.0,15756,RL,True,9.183164683543654e-06,True,12363,0,11
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.195755,1.0,15761,RL,True,9.183164683543654e-06,True,12368,0,11
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],4.577975,0.0,15766,RL,False,9.183164683543654e-06,True,12371,0,12
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],1.649958,0.0,15771,RL,False,9.183164683543654e-06,True,12375,0,13
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],3.169404,0.0,15776,RL,False,9.183164683543654e-06,True,12378,0,15
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.121044,1.0,15781,RL,True,9.183164683543654e-06,True,12383,0,16
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.293847,1.0,15786,RL,True,9.183164683543654e-06,True,12387,0,17
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.120909,1.0,15791,RL,True,9.183164683543654e-06,True,12392,0,17
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.120963,1.0,15796,RL,True,9.183164683543654e-06,True,12397,0,17
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.121563,1.0,15801,RL,True,9.183164683543654e-06,True,12402,0,17
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.137284,1.0,15806,RL,True,9.183164683543654e-06,True,12406,0,18
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.122846,1.0,15811,RL,True,9.183164683543654e-06,True,12410,0,19
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.121067,1.0,15816,RL,True,9.183164683543654e-06,True,12414,0,20
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.120937,1.0,15821,RL,True,9.183164683543654e-06,True,12419,0,20
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.129096,1.0,15826,RL,True,9.183164683543654e-06,True,12423,0,21
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.122450,1.0,15831,RL,True,9.183164683543654e-06,True,12428,0,21
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.767847,1.0,15836,RL,True,9.183164683543654e-06,True,12432,0,22
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.120913,1.0,15841,RL,True,9.183164683543654e-06,True,12437,0,22
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],2.287055,0.0,15846,RL,False,9.183164683543654e-06,True,12441,0,22
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.130540,1.0,15851,RL,True,9.183164683543654e-06,True,12446,0,23
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.121033,1.0,15856,RL,True,9.183164683543654e-06,True,12451,0,23
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.158706,1.0,15861,RL,True,9.183164683543654e-06,True,12455,0,24
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.224381,1.0,15866,RL,True,9.183164683543654e-06,True,12460,0,24
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.345615,1.0,15871,RL,True,9.183164683543654e-06,True,12465,0,24
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],4.929175,0.0,15876,RL,False,9.183164683543654e-06,True,12468,0,25
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.183880,1.0,15881,RL,True,9.183164683543654e-06,True,12473,0,26
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.124952,1.0,15886,RL,True,9.183164683543654e-06,True,12477,0,27
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.464225,1.0,15891,RL,True,9.183164683543654e-06,True,12482,0,27
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.122864,1.0,15896,RL,True,9.183164683543654e-06,True,12487,0,27
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],0.191970,1.0,15901,RL,True,9.183164683543654e-06,True,12491,0,28
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.150087,1.0,15906,RL,True,9.183164683543654e-06,True,12496,0,28
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.129206,1.0,15911,RL,True,9.183164683543654e-06,True,12501,0,28
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.121018,1.0,15916,RL,True,9.183164683543654e-06,True,12506,0,28
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.120910,1.0,15921,RL,True,9.183164683543654e-06,True,12511,0,28
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],3.485447,0.0,15926,RL,False,9.183164683543654e-06,True,12515,0,28
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.120907,1.0,15931,RL,True,9.183164683543654e-06,True,12520,0,29
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.121020,1.0,15936,RL,True,9.183164683543654e-06,True,12525,0,29
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.171491,1.0,15941,RL,True,9.183164683543654e-06,True,12528,0,31
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.482886,1.0,15946,RL,True,9.183164683543654e-06,True,12533,0,31
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],2.599407,0.0,15951,RL,False,9.183164683543654e-06,True,12536,0,32
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],2.269027,0.0,15956,RL,False,9.183164683543654e-06,True,12538,0,35
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],2.620914,0.0,15961,RL,False,9.183164683543654e-06,True,12542,0,36
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.120914,1.0,15966,RL,True,9.183164683543654e-06,True,12545,0,39
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.744692,1.0,15971,RL,True,9.183164683543654e-06,True,12549,0,40
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.120908,1.0,15976,RL,True,9.183164683543654e-06,True,12553,0,41
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],1.599558,0.0,15981,RL,False,9.183164683543654e-06,True,12556,0,42
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.139982,1.0,15986,RL,True,9.183164683543654e-06,True,12561,0,43
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.263432,1.0,15991,RL,True,9.183164683543654e-06,True,12565,0,44
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.438479,1.0,15996,RL,True,9.183164683543654e-06,True,12570,0,44
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.131679,1.0,16001,RL,True,9.183164683543654e-06,True,12575,0,44
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],1.363446,0.0,16006,RL,False,9.183164683543654e-06,True,12579,0,44
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.123138,1.0,16011,RL,True,9.183164683543654e-06,True,12583,0,46
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.121231,1.0,16016,RL,True,9.183164683543654e-06,True,12588,0,46
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.121841,1.0,16021,RL,True,9.183164683543654e-06,True,12592,0,47
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],0.994210,1.0,16026,RL,True,9.183164683543654e-06,True,12597,0,47
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],1.487265,0.0,16031,RL,False,9.183164683543654e-06,True,12601,0,47
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],0.456331,1.0,16036,RL,True,9.183164683543654e-06,True,12606,0,48
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.120907,1.0,16041,RL,True,9.183164683543654e-06,True,12611,0,48
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.120915,1.0,16046,RL,True,9.183164683543654e-06,True,12616,0,48
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],3.621147,0.0,16051,RL,False,9.183164683543654e-06,True,12620,0,48
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.192027,1.0,16056,RL,True,9.183164683543654e-06,True,12625,0,49
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.120956,1.0,16061,RL,True,9.183164683543654e-06,True,12629,0,50
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.121246,1.0,16066,RL,True,9.183164683543654e-06,True,12634,0,50
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.136906,1.0,16071,RL,True,9.183164683543654e-06,True,12638,0,51
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.120908,1.0,16076,RL,True,9.183164683543654e-06,True,12643,0,51
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.122602,1.0,16081,RL,True,9.183164683543654e-06,True,12648,0,51
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.121437,1.0,16086,RL,True,9.183164683543654e-06,True,12653,0,51
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.120920,1.0,16091,RL,True,9.183164683543654e-06,True,12658,0,51
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.133262,1.0,16096,RL,True,9.183164683543654e-06,True,12663,0,51
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.140518,1.0,16101,RL,True,9.183164683543654e-06,True,12668,0,51
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],0.122081,1.0,16106,RL,True,9.183164683543654e-06,True,12672,0,52
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.144987,1.0,16111,RL,True,9.183164683543654e-06,True,12677,0,52
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],0.135192,1.0,16116,RL,True,9.183164683543654e-06,True,12682,0,52
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.573366,1.0,16121,RL,True,9.183164683543654e-06,True,12687,0,52
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.129339,1.0,16126,RL,True,9.183164683543654e-06,True,12692,0,52
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.164526,1.0,16131,RL,True,9.183164683543654e-06,True,12697,0,52
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.122003,1.0,16136,RL,True,9.183164683543654e-06,True,12702,0,52
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.120907,1.0,16141,RL,True,9.183164683543654e-06,True,12707,0,52
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.121129,1.0,16146,RL,True,9.183164683543654e-06,True,12712,0,52
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.131540,1.0,16151,RL,True,9.183164683543654e-06,True,12717,0,52
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.380489,1.0,16156,RL,True,9.183164683543654e-06,True,12722,0,52
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.121251,1.0,16161,RL,True,9.183164683543654e-06,True,12727,0,52
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.123157,1.0,16166,RL,True,9.183164683543654e-06,True,12732,0,52
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.120909,1.0,16171,RL,True,9.183164683543654e-06,True,12735,0,54
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.121005,1.0,16176,RL,True,9.183164683543654e-06,True,12739,0,55
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.120957,1.0,16181,RL,True,9.183164683543654e-06,True,12743,0,56
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.120908,1.0,16186,RL,True,9.183164683543654e-06,True,12747,0,57
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.120916,1.0,16191,RL,True,9.183164683543654e-06,True,12752,0,57
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.630403,1.0,16196,RL,True,9.183164683543654e-06,True,12757,0,57
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],2.548955,0.0,16201,RL,False,9.183164683543654e-06,True,12761,0,57
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.120946,1.0,16206,RL,True,9.183164683543654e-06,True,12766,0,58
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.121706,1.0,16211,RL,True,9.183164683543654e-06,True,12770,0,59
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.120908,1.0,16216,RL,True,9.183164683543654e-06,True,12774,0,60
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.120914,1.0,16221,RL,True,9.183164683543654e-06,True,12778,0,61
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],7.116800,0.0,16226,RL,False,9.183164683543654e-06,True,12782,0,61
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],2.049503,0.0,16231,RL,False,9.183164683543654e-06,True,12786,0,62
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.157599,1.0,16236,RL,True,9.183164683543654e-06,True,12791,0,63
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.509273,1.0,16241,RL,True,9.183164683543654e-06,True,12795,0,64
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.134836,1.0,16246,RL,True,9.183164683543654e-06,True,12800,0,64
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.120913,1.0,16251,RL,True,9.183164683543654e-06,True,12804,0,65
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.312898,1.0,16256,RL,True,9.183164683543654e-06,True,12808,0,66
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.264704,1.0,16261,RL,True,9.183164683543654e-06,True,12813,0,66
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.121244,1.0,16266,RL,True,9.183164683543654e-06,True,12818,0,66
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.120966,1.0,16271,RL,True,9.183164683543654e-06,True,12823,0,66
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.434928,1.0,16276,RL,True,9.183164683543654e-06,True,12826,0,68
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.160960,1.0,16281,RL,True,9.183164683543654e-06,True,12830,0,69
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.122074,1.0,16286,RL,True,9.183164683543654e-06,True,12835,0,69
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.121458,1.0,16291,RL,True,9.183164683543654e-06,True,12840,0,69
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.121028,1.0,16296,RL,True,9.183164683543654e-06,True,12844,0,70
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.173705,1.0,16301,RL,True,9.183164683543654e-06,True,12849,0,70
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],1.269053,0.0,16306,RL,False,9.183164683543654e-06,True,12853,0,70
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.121114,1.0,16311,RL,True,9.183164683543654e-06,True,12856,0,73
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.122089,1.0,16316,RL,True,9.183164683543654e-06,True,12861,0,73
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],0.366862,1.0,16321,RL,True,9.183164683543654e-06,True,12865,0,74
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.133034,1.0,16326,RL,True,9.183164683543654e-06,True,12870,0,74
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.120908,1.0,16331,RL,True,9.183164683543654e-06,True,12875,0,74
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.134636,1.0,16336,RL,True,9.183164683543654e-06,True,12880,0,74
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.120971,1.0,16341,RL,True,9.183164683543654e-06,True,12885,0,74
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.120950,1.0,16346,RL,True,9.183164683543654e-06,True,12890,0,74
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.120908,1.0,16351,RL,True,9.183164683543654e-06,True,12894,0,75
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],2.238948,0.0,16356,RL,False,9.183164683543654e-06,True,12898,0,75
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.464718,1.0,16361,RL,True,9.183164683543654e-06,True,12902,0,77
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],2.924366,0.0,16366,RL,False,9.183164683543654e-06,True,12906,0,77
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.120908,1.0,16371,RL,True,9.183164683543654e-06,True,12910,0,79
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],2.727709,0.0,16376,RL,False,9.183164683543654e-06,True,12914,0,79
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.584296,1.0,16381,RL,True,9.183164683543654e-06,True,12918,0,81
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.121250,1.0,16386,RL,True,9.183164683543654e-06,True,12922,0,82
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],4.756539,0.0,16391,RL,False,9.183164683543654e-06,True,12924,0,84
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.124323,1.0,16396,RL,True,9.183164683543654e-06,True,12929,0,85
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.120921,1.0,16401,RL,True,9.183164683543654e-06,True,12933,0,86
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],3.104144,0.0,16406,RL,False,9.183164683543654e-06,True,12935,0,88
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.538132,1.0,16411,RL,True,9.183164683543654e-06,True,12940,0,89
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.134704,1.0,16416,RL,True,9.183164683543654e-06,True,12945,0,89
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.120907,1.0,16421,RL,True,9.183164683543654e-06,True,12949,0,90
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.326994,1.0,16426,RL,True,9.183164683543654e-06,True,12952,0,92
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.159072,1.0,16431,RL,True,9.183164683543654e-06,True,12957,0,92
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.287099,1.0,16436,RL,True,9.183164683543654e-06,True,12962,0,92
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.120926,1.0,16441,RL,True,9.183164683543654e-06,True,12967,0,92
